Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29
2.26096933219982,33.1577011538579,5.50141577148437,0.00360491744352947,0.157187518409615,2.79603121978686e-05,2.91966129387049e-05,0.00350228381313098,4.83070973572545e-05,2.477285512037,0.00392752067877173,1140.8282404919,0.00654695865953427,2.29850483225829e-05,3.42394869002806,2.80345785066956,10.1574157714844,0.00047789188306973,0.0421620881801283,0.00621567315699736,6.8487035369873,13.795388807632,0.033900625600852,0.00510380808588867,10.8147035369873,3.00048940969007,2.93249049701492,0.000350791323234775,3.47641524000001
2.35072699365435,168.664572286949,7.774703125,0.00474649161279121,0.474984625383317,3.66761231854665e-05,3.7649909107177e-05,0.00460858003979984,0.000239321632510038,11.0202632725216,0.00521368199464691,2268.84240915752,0.0102142120957581,6.98277725321618e-05,3.41284967226953,4.87331830164682,14.236703125,0.00045471632367455,0.0986773727770165,0.0097468425583142,9.55655841064453,27.5092436249582,0.0590879736207639,0.00699814996362314,15.0905584106445,2.97545367786848,2.63823697198801,0.000339466460153474,6.68649141
2.41680267869964,320.804893330456,9.8969296875,0.00593558015607348,0.708506985776039,5.1283262228494e-05,5.23016265575448e-05,0.00581346821825752,0.000553755055504657,26.6518349198705,0.00637464149190441,2812.77175719348,0.0121807872434381,0.000123232759342062,3.55917942260544,5.95191979858616,17.0269296875,0.000452533433527265,0.164923708774463,0.0117317813476622,11.3382615356445,37.095865723083,0.0784961016044943,0.0079131858744984,17.2952615356445,3.04478049993256,2.52578690002178,0.00034442614094179,9.64466785
2.26655588250001,258.88655720729,10.58887109375,0.00597898255034101,0.685413851085898,4.81648246007734e-05,4.91397969374126e-05,0.00585973972388255,0.000560562531220979,39.811304398862,0.00639445735207695,2823.25100117985,0.011995153332044,0.00012353488265959,3.14110292386036,5.85411757264021,17.29587109375,0.000433889130887555,0.195169337809619,0.0115057655172763,10.8999375,37.9024999694828,0.078592265096379,0.00714199747058237,16.3079375,2.97048497757379,2.43384901215197,0.000329310035629824,12.36483617
2.31263168916628,304.277843954081,10.964375,0.00663282552120263,0.704570275744362,6.18137940879964e-05,6.2900015086539e-05,0.00651486360883077,0.000888270656783225,56.2882513775873,0.00705410996440342,2803.96669916099,0.0121873705590979,0.000166333449629615,3.21256538359658,5.93536130216334,18.291375,0.000447304376650109,0.236675576044619,0.0117015693216697,10.9848125,43.0824596683141,0.0911957920163027,0.00716971368709659,16.1438125,2.98164112622988,2.39108603922613,0.000338238776848051,14.86035521
2.34783317963845,334.683914507429,11.50884375,0.00702871766194626,0.736306544598097,6.89220907083526e-05,7.00165996442288e-05,0.00690735816633034,0.00121644720576094,69.7794873671408,0.00746822907372719,2867.42293559279,0.0123373912225434,0.000205692409327211,3.28904967732647,6.06756353324008,18.53284375,0.000454772565844929,0.268844382246782,0.0118555444855323,12.068609375,47.9260412222225,0.10141311782191,0.0071957573669498,16.958609375,3.01616443421486,2.35882001509721,0.000342688549449677,17.14406582
2.35334148169294,369.685062027467,12.6470703125,0.00750677803397378,0.77817275438992,7.25943417703781e-05,7.36615406966154e-05,0.00738181342467943,0.00150166403496221,86.5051610725271,0.0079647352010112,2946.7867158927,0.0126009827696382,0.000237971185943731,3.3469692954478,6.23767887274554,19.9010703125,0.00045764555193037,0.307585105465499,0.0121154309808241,11.9165546875,51.531511396693,0.109080517495961,0.00731365365524808,17.3275546875,2.96611797769134,2.34429812347094,0.000343922944318388,19.22830521
2.7886551137458,333.904195765302,11.173125,0.00767149882151384,0.716057272606525,7.77977415968848e-05,7.88288377924672e-05,0.00754449121959824,0.00201104578715508,25.1062458214211,0.00814147970065889,2832.5076370212,0.0120725160605747,0.00029118142264768,3.64053217102231,5.98354941738816,19.934125,0.000468171562736053,0.252805854021872,0.0115829124518126,11.4675104980469,57.1187955854031,0.120660976012893,0.00639988845680485,16.0885104980469,2.8980105623165,2.31478353311698,0.000345269956653507,21.12492113
2.76214959945344,373.592317515062,11.794125,0.00819559753219997,0.750337246548893,8.16169911645904e-05,8.26720649783043e-05,0.0080687428683416,0.00228892169806001,37.3697158643664,0.0086716995776866,2892.74066549784,0.012260227002145,0.000317896349679662,3.63221588485572,6.12510100548919,20.793125,0.00046408160618355,0.289589881430584,0.0117695251323887,11.48718359375,59.5420823091955,0.126074650441646,0.00650005140120927,16.12618359375,2.97025023428111,2.27560012203719,0.0003440877922206,22.84528572
2.7715568442609,383.85537708897,11.6705,0.00841163193779991,0.757951469176235,8.29618553174091e-05,8.40195112077334e-05,0.00828342152022755,0.00211152880004789,46.064944447952,0.00889307559702145,2906.36409464834,0.0122285632885038,0.00030030060051529,3.73423568220373,6.15610050753005,20.6225,0.000451227424262568,0.306568511591425,0.0117414397013781,12.3557158813477,57.8505404245511,0.122535831599433,0.00652233920801124,16.7817158813477,2.90663514847716,2.27966407628309,0.000334291514604189,24.40030902
