flutesTestX_1,flutesTestX_2,flutesTestX_3,flutesTestX_4,flutesTestX_5,flutesTestX_6,flutesTestX_7,flutesTestX_8,flutesTestX_9,flutesTestX_10,flutesTestX_11,flutesTestX_12,flutesTestX_13,flutesTestX_14,flutesTestX_15,flutesTestX_16,flutesTestX_17,flutesTestX_18,flutesTestX_19,flutesTestX_20,flutesTestX_21,flutesTestX_22,flutesTestX_23,flutesTestX_24,flutesTestX_25,flutesTestX_26,flutesTestX_27,flutesTestX_28
2.80795900932623,53.3607612244816,7.5133125,0.00478488248365011,0.202417157870185,3.31976712059482e-05,3.40725208941398e-05,0.00466101573877002,0.000201318015433338,9.84628531197952,0.00515679287481662,1484.19509603555,0.00615542783924606,6.34991809904855e-05,3.6381502273492,3.18132957951691,13.6183125,0.000430110876627578,0.0983264145624962,0.00574228139978708,7.1673828125,26.2876275461691,0.0563467749700395,0.00403020324555327,10.6163828125,3.00460479432826,2.21277024320924,0.000348131449196817
2.57640759987894,185.895910434924,9.747,0.00714697043816745,0.451358886445004,4.779549370566e-05,4.86147656304448e-05,0.00701470882573822,0.000728890512977387,42.5003631192521,0.00758186633654614,2220.37840849644,0.00913482891771483,0.000150167015581231,3.74597384611221,4.75057305198543,16.975,0.000454747713773496,0.232848875646791,0.00860508365087775,9.47315625,40.4998366594223,0.086650740210696,0.00543607457909849,13.40815625,2.92834318100318,1.94684220585324,0.000419165495368876
2.46730407702984,283.76149472356,10.624,0.00798860983785328,0.594326878420838,5.52931662528576e-05,5.60985020030169e-05,0.00783754878854922,0.0012310360448989,62.1777300166975,0.00844830085117846,2549.62136367414,0.0103613350806784,0.000214200465543808,3.69157367805106,5.45126993654157,18.193,0.00049259244515348,0.29338149815793,0.00980450878349591,10.57073828125,48.4031035366381,0.103489242325908,0.00607236102880788,15.21673828125,2.91699529360633,1.93189132881501,0.000460834523625475
2.44034330200968,244.626876456214,10.588,0.00804264946115837,0.552759049913792,6.5843834940576e-05,6.67495187619493e-05,0.00790257022737125,0.00163952609068973,67.779713516524,0.00848417880506495,2463.09451509302,0.0104070618889923,0.000255678574236244,3.6478592643879,5.25718104079454,17.911,0.000519755338788098,0.304610079322403,0.00986744214520247,10.8057578125,52.9737007906623,0.113066036951032,0.00600494404481146,14.1417578125,2.83157383726993,1.88142977960652,0.000485256941829118
2.45708644898591,348.2078958565,12.467,0.00916230841290935,0.683838954914672,7.1094239177624e-05,7.19220647540366e-05,0.00902069020754286,0.00239810136535327,117.828123997148,0.00961802337251364,2736.75255322772,0.011110963822961,0.000332704584645574,3.68808731796801,5.84738811314364,20.328,0.000471663437449978,0.41187496045067,0.0105692877398247,11.47196875,60.3653893699785,0.128977630743779,0.00639265205808552,14.87996875,2.92224505095897,1.89549460531904,0.000453662973909216
2.44216119703187,297.513940632514,12.844859375,0.00857304756815702,0.617254203852438,7.04538684916896e-05,7.13152637988667e-05,0.0084327716815907,0.00216085288766938,87.2251074729307,0.00902131081352069,2599.70586634937,0.0107824834634144,0.000308299478369304,3.59483955131654,5.55542169350103,20.893859375,0.000496658887059486,0.35089008587436,0.0102530827040693,10.928193359375,58.1003275682255,0.124157053438237,0.00615282511804166,14.526193359375,2.93420938451964,1.88448717917102,0.000464540869823482
2.44608801149593,315.581341198042,12.023,0.00881034189736703,0.643098750883909,7.3144781596256e-05,7.40281434554669e-05,0.00866705489774621,0.00242919961574129,98.5788721581814,0.00926795487550948,2654.19685718349,0.0108944221963493,0.000333779103758412,3.63389614838977,5.67053238631043,19.58,0.00045959478784838,0.37484290957542,0.0103707482624318,10.9331953125,60.467758468552,0.129185739104286,0.00622037125213221,14.3851953125,2.89119097930824,1.88086565166335,0.00043970505766159
2.58027689851825,545.703355018475,13.26461328125,0.00860226712592734,0.918853389766554,6.14791332562195e-05,6.23178238280406e-05,0.0084484111122798,0.00148556150146029,110.072557577017,0.00908057927264433,3188.61264279238,0.014061924991969,0.000240576723183176,4.29414169908061,6.77810220403379,21.69161328125,0.000462053117454208,0.380414733892048,0.0134646980161561,13.370701171875,51.5947432257427,0.109676050982695,0.00818282922288436,19.350701171875,2.9023878869371,2.2143587850512,0.000442759397661737
2.59448961247944,647.216721838822,15.345578125,0.00964978015771072,0.998731513976954,8.32784261783666e-05,8.43089040623606e-05,0.00949643678722168,0.00272364432717324,172.118938251157,0.0101458831346271,3306.81288756747,0.0141912084335646,0.000353765830301023,4.28189264217555,7.06658161340034,24.071578125,0.000456918895716413,0.495004630403187,0.013598962496988,13.9756484375,62.2362169430539,0.132997336496079,0.0082601272263868,18.9916484375,2.80497482544746,2.14581083741884,0.000442587132586868
2.57938177955631,595.498207172809,14.7784848632812,0.00904501710074564,0.955312484088651,6.90647763905685e-05,6.99326021490359e-05,0.00889753889452655,0.00198079173858738,131.581627131061,0.00951664823322678,3234.13371044523,0.0140828602778658,0.000290967691820636,4.17956886906605,6.91126791583372,23.0754848632813,0.000462794700464533,0.42572830706673,0.0135288303529199,13.6504228515625,56.4426803135266,0.120616684546674,0.0081136723312638,19.1204228515625,2.79605370626768,2.1399692239524,0.000435726063138944
