flute2TestX_1,flute2TestX_2,flute2TestX_3,flute2TestX_4,flute2TestX_5,flute2TestX_6
0.019000421183995,0.0245806151366248,0.0139478407820504,0.574214762239036,-0.131721867769025,0.0023198346462829
-0.0130532912479956,-0.0159243566594533,-0.00528239904802602,1.61120762406216,0.542279619394175,0.0542029468925288
-0.00921839280400994,-0.011162747476597,-0.00454672587031655,2.4789259664462,1.02149276052276,0.0836584880181293
-0.00360170785448493,-0.0041581959644167,-0.00052157674831088,2.87255714181227,1.20112338060104,0.100169185477752
0.0308680111702829,0.0413648518753047,0.0239012851292189,2.90033204258556,1.31249028522489,0.108812906870268
-0.00455202417690776,-0.00563279951792272,-0.00164635794240635,3.18832385460987,1.73888642879317,0.124642774318425
-0.0226872342854535,-0.0286707628376375,-0.0107848071785739,3.0148985272964,1.48539851131356,0.119725405849714
-0.014460609435478,-0.0184746677134302,-0.00910245654714091,3.07567837124806,1.59101998740232,0.124574486051266
0.0267420685666259,0.0354803098014938,0.0205623873151291,2.98531290131628,1.8615682435394,0.105803821005589
-0.00522314570413467,-0.00628366776571157,-0.00194010813871714,3.37429905743956,2.29828933500169,0.127145421001196
-0.020093740010412,-0.0252787722967604,-0.00939853318598218,3.15822522353843,2.04625084255038,0.11623573144334
-0.0120720205290242,-0.0148258000885817,-0.00685743834671951,3.24596669969453,2.18416680745365,0.12264294291963
0.0279277574675959,0.0374469949783518,0.0211057733019501,2.5589540767315,1.98504150257911,0.126967397984964
-0.00613641991383527,-0.00739580049615545,-0.00254608169661417,2.72114350589127,2.32902148179622,0.12183571131609
-0.00414582610442499,-0.00449142118815857,-0.000941742608250985,2.79474651642712,2.41561024161295,0.120127718830467
-0.00391346522716061,-0.00428424763888128,-0.00025947187665552,2.85155721488465,2.54176282402586,0.11835008951243
-0.00334958339424064,-0.00362987867270872,-9.72993714369917e-06,2.92998076395994,2.65973828753106,0.115674819105393
-0.00327015867505869,-0.00332928500306022,0.000549338168796621,2.99750407878028,2.7820227598681,0.11477768135271
-0.0219781868317492,-0.0277685284100765,-0.0105861159047124,2.64567931720856,2.15267214506807,0.125251326229671
-0.0113779804703015,-0.014244888176726,-0.00633361180729604,2.63267837626853,2.23935933641024,0.124345111412409
0.0255463367231021,0.0339170350701907,0.0190386150764866,3.82609128195303,2.99181778738898,0.120577428611835
-0.00588050348934925,-0.00705433611019766,-0.00223932642771016,4.04648610654391,3.38005713124338,0.117295603602616
-0.00389904700150237,-0.00427965277428958,-0.00065159160338459,4.13938197111324,3.46641526441484,0.114434374614712
-0.00379741574214051,-0.00421691231884385,-0.000185049853613531,4.18686188973288,3.60688391849858,0.114568084552458
-0.00349658888533724,-0.00391390474450886,-9.31823370930318e-05,4.25449443353578,3.72838437371569,0.113798694004291
-0.00342106945376674,-0.00378344725559224,0.000112241962659083,4.32420041642126,3.80435939618919,0.113244839253181
-0.00280230210569588,-0.00259685287534828,0.000831996528570783,4.38336604394099,3.89014865482117,0.111617297766408
-0.00359174029176083,-0.00391211560852002,0.000174389881971565,4.4575265940689,3.99222653242929,0.111441581626829
-0.00357026687669791,-0.00397049517156356,0.000223665045773147,4.47876276054153,4.04411038056753,0.110568860580324
-0.00325663357112192,-0.00361063106840456,0.000310259314401605,4.57304348243075,4.14809861071785,0.110566057124065
-0.0207353873271594,-0.0260034385445778,-0.00989872047783439,3.90699823734634,3.14360506055127,0.119572976601458
-0.0104914395838756,-0.0132830577285784,-0.00586702926844863,3.93177379402941,3.24039648267139,0.117260735341801
0.0251357974065266,0.0338009969290212,0.018750722181215,4.6375337670977,2.93378908663442,0.108870267093141
-0.00613919559439988,-0.00746681644245968,-0.00253843027662858,4.77972114304502,3.27241141766441,0.106712439610216
-0.00468441262550393,-0.00499024276654323,-0.00111324691690599,4.84834844327148,3.39466657839347,0.10467481976285
-0.00310435012971831,-0.00355350878795632,0.000184350677823647,4.90760141776592,3.45805449081008,0.10305563269631
-0.00312294471916676,-0.00327480149217615,0.000193288860275154,4.94213859247793,3.56438546361107,0.103221146162942
-0.00372827732984075,-0.00433187355898444,-0.000180934710341659,5.00945384429985,3.6615880434931,0.101257379591354
-0.00368641850372882,-0.00427752858158744,-2.65485112047091e-05,5.04690137301023,3.71696826395347,0.101915280892729
-0.00274716762900494,-0.0031761033496658,0.000814047102967153,5.09785115025226,3.78477305513561,0.102783387369992
-0.00312911666392677,-0.00322308528321179,0.000509082689462446,5.15520736296053,3.87251166730598,0.102167173543755
-0.00372291796976656,-0.00405506120194129,-0.000259449661916929,5.23746747690945,3.9820520250743,0.102241415520319
-0.00304489743730249,-0.00315917310537566,0.000686407474382162,5.27056764297588,4.07218798746965,0.102488446855536
-0.004145349500518,-0.00468529665445153,-0.000518881744376528,5.3026450003879,4.1250193084376,0.101682179740516
-0.00371227248448989,-0.00397123500919881,-2.37387640320159e-06,5.37265000844553,4.22729393611533,0.1014448096562
-0.00227734048815208,-0.0023325028632964,0.00113330412999138,5.4475680460683,4.30192930509734,0.101268688998098
-0.0191163371535547,-0.0242654764622619,-0.00869816903337747,4.69153562394412,3.0649120679421,0.108057517921555
-0.0041785319710375,-0.00483708603829407,-0.000223587257238322,5.45520660877823,4.36931540983007,0.100315747664831
-0.00313534212063682,-0.00348051610194246,0.000461689426025986,5.52587505933256,4.44504198006426,0.101519305900396
-0.00363329909848224,-0.00388373844573778,6.09562935067817e-05,5.53882207919665,4.50812816615312,0.10119211229031
-0.00418973638089675,-0.00453881261866507,-0.000358350372425879,5.60866878742512,4.58961213396379,0.10069888272236
-0.00405347805852886,-0.0046564692892405,-0.000236839223630547,5.62100914798288,4.65900313905846,0.100675007072005
-0.00261347386672143,-0.00256791458490177,0.00103290215134719,5.67091474003607,4.74090589282049,0.10206560354071
-0.0040449382310392,-0.00464214619186484,-0.000171342122917263,5.69863200120479,4.77860993140838,0.0997698142139349
-0.00361586671231318,-0.00377587584160673,6.49777473468006e-05,5.79344818441175,4.87671662216136,0.0996594819125865
-0.00365608504231583,-0.00378460204849781,0.000125245796929528,5.79412009489698,4.93393473549742,0.0992600269179017
-0.00327366875373372,-0.0036887868409892,0.000426888050819248,5.84914338287269,5.01523017780353,0.0995243676095725
-0.0115133269371344,-0.0143082008406433,-0.00630683022660818,4.73851044407895,3.18316470668861,0.107924036001461
-0.00275225245784918,-0.00320731740714036,0.000727527910394628,5.88415061571749,5.09879115356879,0.100093033127335
-0.00340987436853418,-0.00358658440307939,8.40037785271955e-05,5.95528428853708,5.18021988929097,0.0991488502416359
-0.00351359207794282,-0.00394891277066649,-1.4735208889493e-05,5.99353064549253,5.25880240947363,0.0987879708855268
-0.00311591120684932,-0.00345944613811864,0.000322728600376057,6.06102787564579,5.34382715547927,0.0969907446284177
-0.0034510355022836,-0.00384888830080896,0.00013474533350974,6.10619213939927,5.42572859300357,0.0995137314127452
-0.00342338157726634,-0.00373219598109177,5.17740139803745e-05,6.16508473563177,5.48700681681297,0.0990912832399492
0.0269116984915463,0.0359510276625803,0.0207744884473409,5.84913882331492,3.54048005742151,0.104850198240897
