Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37,Var1_38,Var1_39,Var1_40,Var1_41,Var1_42,Var1_43,Var1_44,Var1_45
1.84044164447424,1.28810050302844,0.343067144936199,-0.010536465032579,-0.0184315355954516,-0.0225166035616588,0.0317387452671233,21.6373675203719,33.7303644702382,2.48469971545378,-0.000200709848227927,-0.000323790301859338,-0.0004113826841066,4.83242519792011e-05,2.27298921503599,3.48601144318628,2.93843174427484,3.04073811154666,3.03529561442157,3.03003003378016,9.68698532008799,2.50388887243504,2.81135933853077,1.45230686864412,0.0760077156695008,0.076203994125568,0.0789399086769794,0.0339048381978993,6.974,11.453,5.565,0.304,0.298,0.283,0.098,10.94,18.569,10.221,0.642,0.635,0.62,0.103,31.41635516,19.48369225,21.74806264
1.84044164447424,1.28810050302844,0.343067144936199,-0.010536465032579,-0.0184315355954516,-0.0225166035616588,0.0317387452671233,21.6373675203719,33.7303644702382,2.48469971545378,-0.000200709848227927,-0.000323790301859338,-0.0004113826841066,4.83242519792011e-05,2.27298921503599,3.48601144318628,2.93843174427484,3.04073811154666,3.03529561442157,3.03003003378016,9.68698532008799,2.50388887243504,2.81135933853077,1.45230686864412,0.0760077156695008,0.076203994125568,0.0789399086769794,0.0339048381978993,6.974,11.453,5.565,0.304,0.298,0.283,0.098,10.94,18.569,10.221,0.642,0.635,0.62,0.103,34.8927704,23.473047,24.92595987
2.4531947312572,1.91436021222607,0.635874943483273,-0.0057376055363322,-0.0104286182237601,-0.0132218500576701,0.0562943575547863,64.8688513051717,171.10229111185,11.0341313866236,-0.00010704967116955,-0.000203702355261825,-0.00030875867483276,0.000239377298648206,2.36248127357299,3.45768747111425,2.64138936838046,3.12187886427988,3.03357537983785,3.05132702970885,8.72622904868627,3.58270931487957,4.88454014114711,2.22153556514449,0.0834013709058378,0.0806405450094618,0.0864705653994882,0.05909292781414,9.765,19.054,7.866,0.38,0.339,0.354,0.164,15.299,30.592,14.328,0.761,0.711,0.733,0.169,38.10284657,27.17286849,27.89865916
2.89814776075293,2.3067547171501,0.89418932182292,-0.00171250682833782,-0.00487145710012806,-0.00635620639938387,0.0746303563272983,111.942930446671,325.792312174712,26.6718608748441,-6.16313063438616e-05,-0.000127960942301665,-0.000185879247544039,0.000553848374022779,2.42683643308733,3.61189871762298,2.52784302539123,3.21408302116661,3.12205920689833,3.14384523674382,6.93023040782166,4.26969322990895,5.96690117989737,2.87188475110091,0.0841740584568539,0.0815142031472441,0.088408914478659,0.0785006988587663,11.524,23.878,10.008,0.371,0.346,0.391,0.189,17.481,37.811,17.138,0.794,0.719,0.812,0.194,41.06102301,30.59930868,30.67784802
2.49028199086773,2.05275765536456,1.37033479804972,0.0116477844373167,0.0151032023114429,0.0201299670653791,0.0749171174037568,80.2747628839486,259.830504300038,39.841765162996,0.000205140631695491,0.000266406986323106,0.000424001631802976,0.000560655682602268,2.27838230641724,3.1505134452199,2.43616298329027,3.19509413859017,3.06892297285682,3.08244342750593,10.3147760699849,3.79045983758942,5.85723495335966,3.1242192997793,0.0837194298353424,0.0814500424240168,0.0890458848998475,0.0785969310145269,11.112,20.085,10.688,0.379,0.345,0.391,0.232,16.52,43.401,17.395,0.77,0.689,0.75,0.237,43.78119133,33.76786983,33.27472071
2.70338750683311,2.34055618833397,1.57780951527481,-0.00306595632185974,-0.0114310595130345,-0.0134106363530456,0.086376972640676,89.7962425111301,306.615467433824,56.330070431872,-7.47767639731511e-05,-0.000227461877510328,-0.000305878149616004,0.00088838009947206,2.32953297847357,3.23512490437146,2.39339072959957,3.18247418209093,3.03724420856445,3.03542560381969,7.80969030008041,3.9117281952999,5.94285079267071,3.44044708302137,0.0832768174653943,0.0810990642798376,0.0871347666007358,0.0911996692430316,11.28,22.321,11.036,0.366,0.322,0.391,0.257,16.439,35.994,18.363,0.77,0.671,0.8,0.262,46.27671037,36.69342355,35.6999933
2.84356611622054,2.49469799493136,1.7109777373799,-0.00582896468965766,-0.0109599075823654,-0.0139950388207796,0.0960902280888733,96.7244230645173,337.979103660061,69.8296462784927,-0.000155471572935603,-0.0002378995749953,-0.000349760890092867,0.00121658460043242,2.36769098167432,3.31891390690299,2.36109349212012,3.18244740629977,3.06783576090849,3.03491581681814,7.14941764833028,4.00747954776994,6.07764061704758,3.66681053172938,0.0848634324181162,0.0825337473659707,0.0888013951805159,0.101417005199103,12.29,22.92,11.658,0.361,0.39,0.353,0.248,17.18,38.1,18.682,0.761,0.755,0.744,0.253,48.56042098,39.39022937,37.96391852
3.00804145121832,2.63889349756696,1.83850727222217,-0.00228773893484126,-0.00615311096971923,-0.00740696663649644,0.103608832411798,108.102213993006,373.779204810742,86.5656236318992,-8.31812553074225e-05,-0.000139678579326816,-0.000189465680550952,0.00150182229971592,2.3736206453746,3.38167199481714,2.34655479166182,3.14525767608444,3.02626904036415,3.00274827433662,7.03065444958725,4.16232977182238,6.24946870697364,3.92211031457324,0.0850585396144956,0.0822608829658527,0.0883588073973873,0.109084414121143,12.195,23.758,12.804,0.386,0.337,0.365,0.262,17.606,38.529,20.058,0.803,0.683,0.759,0.267,50.64466037,41.87195302,40.07630017
2.96281315179994,2.54760193403573,0.230293519150702,0.00731686234610046,0.00988767955875072,0.0134038939537955,0.114894199231562,85.5737434321872,339.080232680833,25.1080605526246,0.000136021095541544,0.000200383288994206,0.000293720521930825,0.00201124494782941,2.82402340368084,3.6943495169009,2.31489695541712,3.07801875041349,2.98292123157157,2.9774501078671,6.82234186913137,3.85543685954063,5.99908888918115,3.55533459578638,0.0867601545744054,0.0841900834187519,0.0887722807765592,0.120665106393637,11.627,25.026,11.341,0.399,0.374,0.384,0.297,16.248,48.342,20.102,0.811,0.703,0.728,0.302,52.54127629,44.15168423,42.04650728
3.08414567463965,2.7241806092941,0.373009688627853,-0.0025882445246475,-0.00960420542939768,-0.0115743101167926,0.120091851420115,93.5001051653816,379.930515182423,37.372263291811,-7.66054281826535e-05,-0.000195361921692933,-0.00026978068434621,0.00228913350288516,2.79616655154565,3.69564431092339,2.27572693839964,3.12565785339241,3.03680365553732,3.02996606022148,6.45638251386122,3.97670276853893,6.14321556591608,3.80521222443973,0.0857090453436491,0.0832646254028933,0.0880324513376224,0.12607856348152,11.687,26.313,11.997,0.387,0.371,0.368,0.282,16.326,39.325,20.996,0.815,0.735,0.738,0.287,54.26164088,46.24195416,43.88348786
3.15894544369618,2.83036189313964,0.478874843531982,-0.00319572073991988,-0.00730321370727136,-0.00874782963717365,0.115966682967755,98.7717900667854,390.898060569232,46.0655640004035,-7.34025035645549e-05,-0.000123813699724977,-0.000177134347944494,0.00211171057362188,2.80553768542822,3.80333218065385,2.27969041449374,3.11221191896009,2.98925328666432,3.03954307220207,6.58203531407114,4.04885579162603,6.17605486049311,3.91515785271475,0.0832907916333431,0.0806374430406912,0.0856198140004695,0.122539235062409,12.517,25.019,11.787,0.36,0.344,0.362,0.297,16.943,38.845,20.739,0.754,0.682,0.751,0.302,55.81666418,48.15475251,45.59578247
