flute1TestX_1,flute1TestX_2,flute1TestX_3
-0.00528239904802602,-0.0159243566594533,1.61120762406216
-0.00454672587031655,-0.011162747476597,2.4789259664462
-0.00052157674831088,-0.0041581959644167,2.87255714181227
0.0239012851292189,0.0413648518753047,2.90033204258556
-0.00164635794240635,-0.00563279951792272,3.18832385460987
-0.0107848071785739,-0.0286707628376375,3.0148985272964
-0.00910245654714091,-0.0184746677134302,3.07567837124806
0.0205623873151291,0.0354803098014938,2.98531290131628
-0.00194010813871714,-0.00628366776571157,3.37429905743956
-0.00939853318598218,-0.0252787722967604,3.15822522353843
-0.00685743834671951,-0.0148258000885817,3.24596669969453
0.0211057733019501,0.0374469949783518,2.5589540767315
-0.00254608169661417,-0.00739580049615545,2.72114350589127
-0.000941742608250985,-0.00449142118815857,2.79474651642712
-0.00025947187665552,-0.00428424763888128,2.85155721488465
-9.72993714369917e-06,-0.00362987867270872,2.92998076395994
0.000549338168796621,-0.00332928500306022,2.99750407878028
-0.0105861159047124,-0.0277685284100765,2.64567931720856
-0.00633361180729604,-0.014244888176726,2.63267837626853
0.0190386150764866,0.0339170350701907,3.82609128195303
-0.00223932642771016,-0.00705433611019766,4.04648610654391
-0.00065159160338459,-0.00427965277428958,4.13938197111324
-0.000185049853613531,-0.00421691231884385,4.18686188973288
-9.31823370930318e-05,-0.00391390474450886,4.25449443353578
0.000112241962659083,-0.00378344725559224,4.32420041642126
0.000831996528570783,-0.00259685287534828,4.38336604394099
0.000174389881971565,-0.00391211560852002,4.4575265940689
0.000223665045773147,-0.00397049517156356,4.47876276054153
0.000310259314401605,-0.00361063106840456,4.57304348243075
-0.00989872047783439,-0.0260034385445778,3.90699823734634
-0.00586702926844863,-0.0132830577285784,3.93177379402941
0.018750722181215,0.0338009969290212,4.6375337670977
-0.00253843027662858,-0.00746681644245968,4.77972114304502
-0.00111324691690599,-0.00499024276654323,4.84834844327148
0.000184350677823647,-0.00355350878795632,4.90760141776592
0.000193288860275154,-0.00327480149217615,4.94213859247793
-0.000180934710341659,-0.00433187355898444,5.00945384429985
-2.65485112047091e-05,-0.00427752858158744,5.04690137301023
0.000814047102967153,-0.0031761033496658,5.09785115025226
0.000509082689462446,-0.00322308528321179,5.15520736296053
-0.000259449661916929,-0.00405506120194129,5.23746747690945
0.000686407474382162,-0.00315917310537566,5.27056764297588
-0.000518881744376528,-0.00468529665445153,5.3026450003879
-2.37387640320159e-06,-0.00397123500919881,5.37265000844553
0.00113330412999138,-0.0023325028632964,5.4475680460683
-0.00869816903337747,-0.0242654764622619,4.69153562394412
-0.000223587257238322,-0.00483708603829407,5.45520660877823
0.000461689426025986,-0.00348051610194246,5.52587505933256
6.09562935067817e-05,-0.00388373844573778,5.53882207919665
-0.000358350372425879,-0.00453881261866507,5.60866878742512
-0.000236839223630547,-0.0046564692892405,5.62100914798288
0.00103290215134719,-0.00256791458490177,5.67091474003607
-0.000171342122917263,-0.00464214619186484,5.69863200120479
6.49777473468006e-05,-0.00377587584160673,5.79344818441175
0.000125245796929528,-0.00378460204849781,5.79412009489698
0.000426888050819248,-0.0036887868409892,5.84914338287269
-0.00630683022660818,-0.0143082008406433,4.73851044407895
0.000727527910394628,-0.00320731740714036,5.88415061571749
8.40037785271955e-05,-0.00358658440307939,5.95528428853708
-1.4735208889493e-05,-0.00394891277066649,5.99353064549253
0.000322728600376057,-0.00345944613811864,6.06102787564579
0.00013474533350974,-0.00384888830080896,6.10619213939927
5.17740139803745e-05,-0.00373219598109177,6.16508473563177
0.0207744884473409,0.0359510276625803,5.84913882331492
-0.00212671663839801,-0.0066391092630082,6.0867706452554
-0.000516117112514153,-0.00423790190139045,6.12706835516953
-0.00138996288629712,-0.00624378778621774,6.21243393852075
0.000405126075727577,-0.00297721237120937,6.25459288445568
0.00139626375330013,-0.00204738476410213,6.34053022420215
-0.00113280402046713,-0.00569853336860056,6.35175625005703
0.000386360319603063,-0.00325316501878941,6.44377324510196
0.000563582206652442,-0.00311849763716314,6.49692842155199
-0.000269638010081876,-0.00422488538126404,6.58568786295934
0.000441216173077091,-0.00352891762967558,6.62384375085507
-0.00968458601515354,-0.0257828056362699,5.94494186741357
0.000757688659455311,-0.00295814104084206,6.64965013863298
-0.000306129335266701,-0.0042273672402943,6.71464959463033
0.00102467272503432,-0.00251777612614048,6.80360769865624
4.29879105048059e-06,-0.00414780912091317,6.85241612115023
0.000630810571601924,-0.00302849113330388,6.90522459863771
-0.000554544169997828,-0.00465474426936383,6.9214318089621
0.000426261567215202,-0.00357739891507498,6.98723911656104
0.000203062549846182,-0.00383302267289506,7.0318674353424
0.00121988613072194,-0.00225894329309957,7.10038552493738
-5.67409356990665e-05,-0.0044497209239007,7.08910801833279
-0.00744634139664756,-0.0156048033141408,5.97615762243249
0.000132822186565536,-0.00355008752096852,7.18611729177305
0.000218803224190524,-0.00386747119632039,7.19695876406033
0.00144147546802334,-0.00162362914895745,7.25659465129188
0.000105117156183953,-0.0040776000291524,7.30029739086075
0.000664277605285107,-0.00298450301596207,7.3646136969813
0.000370590086043784,-0.003498524898886,7.39937254624794
0.000403464556881266,-0.00369042302048106,7.48431515527158
0.000896595236793667,-0.00258275478780589,7.53564808487763
0.000766872535837192,-0.00280353699947583,7.60975419676835
0.020691556268017,0.0351611964496343,6.79375079582664
-0.00296416605507515,-0.00797042024314748,7.03305056684275
0.000340200737160074,-0.00302799203611991,7.07934336715401
-6.23795355025691e-05,-0.0036503875368513,7.14240276493076
0.000392346067108604,-0.00293772523292103,7.1742409622087
0.00027106343989461,-0.00315389769935225,7.28004583973415
0.000615958178942728,-0.00307954478125529,7.3326883474393
0.000379386244736513,-0.00302217047339538,7.39090081390472
0.00114214759290059,-0.0023960720876717,7.41813689366843
-0.000116027688788226,-0.00431437438194668,7.52793186261332
0.00121713314437265,-0.00185930479480147,7.51849892456455
-0.00860918571050928,-0.0233047136359079,6.91048194671065
8.0133259199152e-05,-0.00401482987120714,7.61024593249537
0.000801764341537171,-0.00261776547100722,7.63569000601169
-7.93861724979016e-05,-0.00430320930571234,7.73521789784109
0.00126687838102214,-0.00185361681218236,7.74101189755816
7.87730821437264e-05,-0.00388288801231648,7.84554564502461
0.000206261099221347,-0.00360343335913665,7.88334375028458
0.00103909670168315,-0.00259775308395798,7.92873869517533
0.000382045313258644,-0.00317538127844557,7.9878840577737
0.000626562464398817,-0.00275150493289887,8.08659650937592
0.000654760766530538,-0.00311004876183192,8.10626238964845
-0.00624316832766501,-0.0139307441211602,6.95961371987632
0.00104303289868516,-0.00223760616145633,8.22995262971246
