T_X_1,T_X_2,T_X_3,T_X_4,T_X_5,T_X_6,T_X_7,T_X_8,T_X_9,T_X_10,T_X_11,T_X_12,T_X_13,T_X_14,T_X_15,T_X_16,T_X_17,T_X_18,T_X_19,T_X_20,T_X_21,T_X_22,T_X_23,T_X_24,T_X_25,T_X_26,T_X_27,T_X_28,T_X_29,T_X_30,T_X_31,T_X_32,T_X_33,T_X_34,T_X_35,T_X_36,T_X_37,T_X_38,T_X_39,T_X_40,T_X_41,T_X_42
0.574214762239036,0.815699784208201,-0.131721867769025,0.0139478407820504,0.019000421183995,0.0245806151366248,0.0023198346462829,1.38759097783635,2.68334848870243,-0.352637407937296,0.0001565495131477,0.000219079576320102,0.000305643596542137,1.8544548787148e-07,2.61775602053791,8.59136740635598,2.82506505924373,4.18693711353928,4.12072906856472,4.06711299617992,3.77071236499362,1.01818388257214,1.43081727204248,1.01351580470633,0.06375715743464,0.0655803667616235,0.0683729944135723,0.00465260024350036,3.658,5.915,3.773,0.878,0.867,0.896,0.022,5.965,16.382,7.857,2.027,2.009,2.029,0.027
1.61120762406216,1.80817362039577,0.542279619394175,-0.00528239904802602,-0.0130532912479956,-0.0159243566594533,0.0542029468925288,14.2233523974095,54.5855062980806,9.84863911432807,-9.35819011086451e-05,-0.000269297264397919,-0.000316808621163048,0.00020135414003942,2.87775910761614,3.72438631848343,2.21336583730547,3.22037480239042,3.06864844173951,3.18934907910017,5.99803126640776,2.13544283769558,3.19527178139299,2.21732876614654,0.0746394216009698,0.0817591312627213,0.0852000765981777,0.0563504600935466,7.369,12.901,7.631,0.341,0.372,0.436,0.128,10.818,19.886,13.736,0.698,0.75,0.826,0.133
2.4789259664462,2.6524188734522,1.02149276052276,-0.00454672587031655,-0.00921839280400994,-0.011162747476597,0.0836584880181293,45.3224545171214,190.725213252402,42.5003631192521,-0.000105979655421026,-0.000307267261440571,-0.000309889450083541,0.000728947429800136,2.6357519558506,3.84470716458046,1.94684220585324,3.35599992666089,2.98692080375512,3.19994771326613,7.58039393505928,3.1506559789423,4.77496150756788,3.41210254569518,0.0793825736020917,0.0960469042393663,0.103453732799047,0.0866530067101126,9.726,19.025,9.747,0.398,0.417,0.545,0.21,13.661,27.715,16.975,0.77,0.848,1.056,0.215
2.87255714181227,3.09233825667188,1.20112338060104,-0.00052157674831088,-0.00360170785448493,-0.0041581959644167,0.100169185477752,71.506637871727,290.351356603872,62.1777300166975,-2.35630926565913e-05,-0.000190261345392541,-4.53277952677437e-05,0.00123110808037315,2.51323320968526,3.78466890910283,1.93189132881501,3.35350252273511,2.979354056233,3.66561723113154,6.99177580878911,3.65982405632151,5.4765475776626,3.83002283386098,0.085466805819077,0.103606171973781,0.114661580680095,0.103491156686591,10.755,21.51,10.624,0.49,0.456,0.668,0.22,15.401,30.761,18.193,0.911,0.912,1.288,0.225
2.90033204258556,2.65617155404513,1.31249028522489,0.0239012851292189,0.0308680111702829,0.0413648518753047,0.108812906870268,72.0892627753581,249.776326362744,67.779713516524,0.000534172276227613,0.00103054843685284,0.0019473118921148,0.0016396621537327,2.50041558872431,3.72312154734036,1.88142977960652,3.10254662761339,2.88886177029433,3.11755193146342,7.34911290720681,3.66720591360162,5.27809440158713,3.902627828287,0.0938994742071701,0.115173172427981,0.125999701283736,0.113069449787057,11.007,22.179,10.588,0.424,0.463,0.612,0.253,14.343,41.462,17.911,0.84,0.954,1.123,0.258
3.18832385460987,3.2552473750525,1.73888642879317,-0.00164635794240635,-0.00455202417690776,-0.00563279951792272,0.124642774318425,92.6646458436488,355.25735127014,117.828123997148,-7.54674940196846e-05,-0.000314002521182185,-0.000214004109992145,0.00239823687665512,2.50966462032541,3.76669140392399,1.89549460531904,3.18568670605824,2.96656182379681,3.20095521283782,7.52884374424809,3.99464446020689,5.87089595267515,4.53803349729081,0.08447688500971,0.108984789446332,0.113212407177912,0.128979936816272,11.757,23.489,12.467,0.39,0.467,0.624,0.306,15.165,34.258,20.328,0.808,0.965,1.162,0.311
3.0148985272964,2.94204274722012,1.48539851131356,-0.0107848071785739,-0.0226872342854535,-0.0286707628376375,0.119725405849714,79.4031039850244,303.357732554743,87.2277527718181,-0.000277174257291597,-0.000927978375103321,-0.00111304209486039,0.00216098960978176,2.49841491943646,3.66974162763894,1.8845778485275,3.16515209001587,2.96829941391953,3.14633279939722,7.74749370899367,3.7917438511095,5.57682910759238,4.18863334704482,0.0876897007758923,0.110597862537002,0.116891170362053,0.124159673126579,11.168,22.559,12.971,0.383,0.46,0.612,0.291,14.766,32.679,21.02,0.87,0.963,1.172,0.296
3.07567837124806,3.06620630066458,1.59101998740232,-0.00910245654714091,-0.014460609435478,-0.0184746677134302,0.124574486051266,83.1212106146342,321.707825500431,98.5788721581814,-0.000221088367911526,-0.000651265763245818,-0.00073583856880341,0.00242935359091803,2.50242892907055,3.70760592600134,1.88086565166335,3.16271054764853,2.92252619063676,3.10966718744768,7.59970633653816,3.85536310994063,5.69218713778303,4.32921996192975,0.0827634913058586,0.106550787551782,0.111343099690142,0.129188446431049,11.228,22.464,12.023,0.367,0.448,0.548,0.323,14.68,31.722,19.58,0.787,0.925,1.048,0.328
2.98531290131628,2.63054029995075,1.8615682435394,0.0205623873151291,0.0267420685666259,0.0354803098014938,0.105803821005589,133.915177853338,558.403596985835,110.088953113141,0.000356138140820506,0.000816670155777371,0.001517104347266,0.00148566735646147,2.60767357096575,4.3909548376083,2.21481759813625,3.33421212267963,2.98102220393859,3.33188216856002,8.11345307502723,4.41158989978545,6.80563769890718,4.36137857937313,0.0865679318409763,0.110434653120572,0.120270614167992,0.109678686052632,13.571,33.122,13.306,0.379,0.452,0.581,0.266,19.551,55.907,21.733,0.802,0.891,1.211,0.271
3.37429905743956,3.25467339641422,2.29828933500169,-0.00194010813871714,-0.00522314570413467,-0.00628366776571157,0.127145421001196,159.645797059542,662.128878655801,172.146992032426,-9.10721241905575e-05,-0.00033234652579711,-0.000231839028555378,0.00272385942082789,2.62510520307288,4.38730400634278,2.14635474127094,3.43304537702234,2.8376612569406,3.21675527255772,6.80987193210883,4.68859111344661,7.09677645197018,4.97509529837595,0.0822702735906807,0.111851765080016,0.114572347008709,0.133000817362541,14.152,31.626,15.469,0.399,0.453,0.589,0.319,19.168,45.423,24.195,0.847,0.958,1.127,0.324
