T_X_1,T_X_2,T_X_3,T_X_4,T_X_5,T_X_6,T_X_7,T_X_8,T_X_9,T_X_10,T_X_11,T_X_12,T_X_13,T_X_14,T_X_15,T_X_16,T_X_17,T_X_18,T_X_19,T_X_20,T_X_21,T_X_22,T_X_23,T_X_24,T_X_25,T_X_26,T_X_27,T_X_28,T_X_29,T_X_30,T_X_31,T_X_32,T_X_33,T_X_34,T_X_35,T_X_36,T_X_37,T_X_38,T_X_39,T_X_40,T_X_41,T_X_42,T_X_43,T_X_44,T_X_45,T_X_46,T_X_47,T_X_48,T_X_49,T_X_50,T_X_51,T_X_52,T_X_53,T_X_54,T_X_55,T_X_56,T_X_57,T_X_58,T_X_59,T_X_60,T_X_61,T_X_62,T_X_63,T_X_64,T_X_65,T_X_66,T_X_67,T_X_68,T_X_69,T_X_70,T_X_71,T_X_72,T_X_73,T_X_74,T_X_75,T_X_76,T_X_77
6.07237411318892e-16,2.27880470331232e-15,2.13750910162128e-16,-3.6781567862731e-18,4.16845982691057e-18,2.01867997975316e-17,1.37681019410444e-17,-0.0292743920397505,-0.946757796290837,0.0440732817810288,-2.99557237176826e-05,-3.2301628720233e-05,-3.31407786663993e-05,1.71694538587261e-08,2.61052531652116,7.52872789961096,2.82420086175727,3.81937258092752,3.79229920826278,3.72139721276966,5.66291522168371,0.839095576431879,1.16299343466501,1.00428457058395,0.0608942408308204,0.0610993923667823,0.0616118329873253,0.00270574660265634,2.9350535017716,5.0533243003555,3.86017396519552,0.181464728608899,0.184109375937039,0.185329513087994,0.0163692302415491,5.85062479565179,15.7832834863255,7.84473741162959,1.34675336218765,1.34823303395278,1.3447293369981,0.0270140921397765,0.014081627727751,0.0270510745814783,0.0201717499742598,7.4162171327239e-05,7.46627149518003e-05,7.59203592811612e-05,1.46421293555726e-07,367.974743458191,510.016049165955,440.416285819438,26.7043984942537,26.7943651034648,27.0190894509387,1.18657092224126,0.00193969382636968,0.00270387468439178,0.00231625190434843,0.00019602110367554,0.000196754423724324,0.000198518237839086,6.57542595539383e-06,0.00201952007155046,0.00285180777343432,0.00237234313500224,0.000269092412953132,0.000269795053788607,0.000273560559245687,7.04998179859655e-06,0.00227420603823036,0.00321220108435981,0.00252499830420011,0.000370769327762589,0.000371314613974201,0.000376471195996376,7.64454437327678e-06
-4.44471980295533e-15,-5.62823541050665e-15,-2.51453760087038e-15,1.0268420379438e-16,1.69550595567177e-16,1.9341467377923e-16,6.54785747353743e-16,0.442319766389815,11.8859933165361,2.24434389281622,-3.20429133074476e-05,-2.1487085292365e-05,1.43276107582319e-05,-3.30904355173345e-06,2.80637789056434,3.74834261282407,2.22384516714685,3.10615467131165,3.00214330615955,3.08603595070897,15.6635682108667,1.39053734473492,2.61512341588145,2.1490981639711,0.0737013994717885,0.0802114199333044,0.0828721774999122,0.0125001072004223,5.50029604373694,11.1238553430818,6.93477086027106,0.231858891005024,0.262309831153046,0.276113139097649,0.0401345671541056,10.44020093148,19.8042715741518,13.6169215121454,0.592740861652292,0.62735235193004,0.650419746613806,0.139754770432658,0.0386718821420491,0.136777409605829,0.0923724583676792,0.000108637925682003,0.000128677437754338,0.000137355956071539,3.12505360044097e-06,648.731499307048,1220.04126022314,1002.62512139634,34.3841318332054,37.421270929476,38.6626020249793,5.83171197546989,0.00303288840435166,0.00574053049152396,0.0046606247544043,0.000223404091254054,0.0002430759641674,0.000249970578746047,2.70644693370261e-05,0.00325985222683439,0.00615366825493021,0.00478448857947177,0.000308950958742687,0.000329693041538137,0.000347948183653813,2.74375635109906e-05,0.00402508394109303,0.00737979579165893,0.0051563924026111,0.000429850892225419,0.000451085752305587,0.000478191175933284,2.79806198477457e-05
2.01301468405432e-15,3.89119257721102e-15,1.0205407074246e-15,-5.78638334671647e-17,-1.26800682707723e-16,-1.11909782403001e-16,-7.88518299912094e-16,1.79467496194588,47.6873796388789,9.23803806544615,-4.97601197582903e-05,-4.75351848463806e-05,4.9828840354774e-05,-1.29113796628545e-05,2.58385913370895,3.83300242908992,1.95976120522348,3.21134253814277,2.92042812269815,3.03737146041296,21.3292528738219,1.93017929553687,3.94269135325426,3.25471519601734,0.0783623680258002,0.0950048307444817,0.101486492870795,0.0179946441968323,6.96908045632314,16.5494411320391,8.78651737956744,0.245785733537394,0.303055784042157,0.331943666318562,0.0715572698213778,13.07158142015,27.4879548071526,17.0605352655522,0.618913983755415,0.716328455923544,0.822480813470603,0.223947913067064,0.0745118422583843,0.310896302140518,0.211863420143724,0.000122813214452219,0.000180518357295752,0.00020599016470428,6.47614439541181e-06,902.149779708318,1842.78120898965,1521.22686420365,36.6259203045872,44.4044692249798,47.4339442965022,8.41054731839637,0.00418625900451776,0.00860360981604615,0.00701449541982964,0.000237103962096781,0.000285545725523459,0.000301531313266832,3.87473981818244e-05,0.00445878928273676,0.00913333433253516,0.0071467558883189,0.000326570399666934,0.00038171393377021,0.0004191024452108,3.90995023743087e-05,0.00543059365277864,0.0107467817419252,0.00758164809845157,0.000454593245281028,0.000514721032975039,0.000570796519685602,3.96380253212441e-05
6.01261231168464e-15,7.48245474020134e-15,1.4186660162403e-15,-9.72098580150148e-17,-1.88671847608189e-16,-2.04427464023075e-16,-1.23357454069621e-15,3.22976068602014,72.3552951197691,13.1812390373369,-5.50573856744541e-05,-6.86402778948835e-05,2.12500607030013e-05,-2.15142312010086e-05,2.46854763262114,3.76615914000501,1.94248680682296,3.19195824228568,2.91131317111514,3.28267901396204,22.4433300365827,2.25496582158281,4.49167191881033,3.63644794262111,0.0843559746201308,0.102925719477405,0.112049759395006,0.0206702109225034,7.62644355528268,18.6140070662173,9.52246177032062,0.260603110352194,0.321703680561094,0.403880578245804,0.0764879119150321,14.9825520347654,30.5525623464365,18.3371244161844,0.687531586827581,0.766857804560111,1.009626158358,0.250598310732423,0.101697417130133,0.403502332524586,0.264475072787865,0.000142318609082243,0.000211874074598831,0.000251102971609573,8.54515239161559e-06,1054.67333300139,2100.80638385696,1700.8083383003,39.4542551641626,48.1395374483348,52.4069553835559,9.66769431218084,0.00488019464718384,0.00980279715803667,0.00783743505242693,0.000255033559511766,0.000307234003454469,0.00033166061527734,4.44331348914172e-05,0.00514032768099174,0.0103596044302876,0.00798849585075733,0.000353270924718603,0.000409821292193611,0.000460752753451078,4.48039379851075e-05,0.00606832849593809,0.0119151661368029,0.00844818650313841,0.000492460205588369,0.000549488174020406,0.000624418984067913,4.53310399484844e-05
6.74135112318074e-15,6.13021990687587e-15,2.67602233051606e-15,-1.61776866910895e-16,-2.24717731210684e-16,-1.53595072335004e-16,-1.01047359955118e-15,3.58727637063214,69.5413837800655,12.8024342870487,-8.78409816513969e-05,-0.000113239054342865,6.8863881556223e-06,-3.38754713819014e-05,2.45019798988309,3.73773356360648,1.89763474413532,2.9942614262419,2.798909093332,2.86240193499546,19.7140526831289,2.22848911558732,4.53304161564518,3.67437415824651,0.0892006423022914,0.108884651074455,0.114735968749237,0.0248522171099833,7.86078650872593,19.8481093875577,9.50159517127156,0.269323869825511,0.336091708102156,0.371162703912646,0.100581814380698,13.956240188202,40.9289307914604,18.2191279065939,0.706367564108591,0.831108821082718,0.885948516919727,0.288768033788243,0.0993232747658232,0.410969325783422,0.270020509095795,0.000159135091742827,0.000237117344792117,0.000263286850496516,1.23526539056349e-05,1044.0917432659,2123.82070420321,1721.51781826572,41.7922858453325,51.0146378369299,53.7560972538654,11.643761014981,0.00481381725159261,0.00986317127171249,0.00790224829375419,0.000269004252974411,0.000326720187675749,0.000341923261108966,5.33522005028191e-05,0.00506594503005208,0.0104027760154544,0.00804232681013318,0.000375401500497718,0.000439525809310477,0.000479238797298834,5.37570932666677e-05,0.00599963140208711,0.0119544489481019,0.00848385444590262,0.000517627761486064,0.000586473441473754,0.000646303576927091,5.43672348394015e-05
3.38475400320905e-15,1.22482760724857e-15,8.23904163774197e-17,1.01528347740679e-17,-8.82291073018038e-18,-2.97124493707545e-17,-1.99683229613935e-16,4.52821673875805,90.0001068346872,21.4389023558612,-6.04764929488751e-05,-0.000104320050277336,5.85928995731821e-05,-3.72062026703346e-05,2.46435998879175,3.76617903612316,1.90703815443032,3.09524214099702,2.90799833957945,3.05215406539638,16.9272940242528,2.39108766066308,4.85910617176345,4.1912104208481,0.0836956263169333,0.108220562980266,0.111500611553416,0.0277482778070054,8.26429973538614,20.1830039353954,10.8916367904016,0.261277749004048,0.343321200129402,0.373088150005766,0.134669042176474,14.6726705658985,33.6405922949576,20.5527672253962,0.681558794026652,0.824509677187706,0.889425703671205,0.337226612078939,0.114346004019505,0.472218255769393,0.351324895836515,0.000140099157291675,0.000234233805035316,0.000248647727535716,1.5399338425095e-05,1119.10055116778,2274.20704161689,1961.6118510396,39.1720567516284,50.6504607385737,52.1856215887833,12.9870240638375,0.00516931388628936,0.0105674320183417,0.00902054215648315,0.00025289615569365,0.000321780622366537,0.000329823155416494,5.95376050798333e-05,0.00542399406522956,0.0111091008156049,0.00916215968903503,0.000347853904142845,0.000421627244666898,0.00045340326714431,5.99055143648891e-05,0.00638859090368474,0.0127441332371191,0.00961787317648247,0.000471422607572999,0.000548414026639131,0.000594656135328185,6.04589378233771e-05
-9.04278871620406e-15,-1.01320255674012e-14,-4.14489346357259e-15,2.39150181697457e-16,4.89992408336818e-16,6.10577478427472e-16,2.15671108009434e-15,3.86673710063428,81.5954219842291,16.0830693841825,-6.507986378938e-05,-9.86653469961413e-05,4.22773586966997e-05,-3.96960456696084e-05,2.44901715203986,3.66591397516904,1.89654605033182,3.08419434438691,2.92838612802641,3.03760891836251,20.177332856465,2.2834826364558,4.71327623445119,3.91589949376014,0.0863561867062174,0.107728713454179,0.112250933918788,0.0262900653422406,8.00996500525218,19.9043965837037,11.5013327494403,0.277122848339802,0.358132933940486,0.382008900828802,0.111396560956438,14.3973281181312,32.4243539417828,21.0945699036206,0.768620286330195,0.842088206002792,0.911154856104428,0.318099478861681,0.104285859019902,0.444299457244848,0.306685376904618,0.000149147819648781,0.000232109514049854,0.000252005443312803,1.38233507139857e-05,1068.57472451564,2205.61688247033,1832.4777933369,40.4110970438742,50.4125490003269,52.5287597435225,12.3026551120117,0.0049392823968935,0.0102509655522704,0.00843255176758588,0.000260779309374196,0.00032238967289697,0.000334522927387287,5.64670287828624e-05,0.0051917296261457,0.0107803543568338,0.00857282482970726,0.000362409573155944,0.000428277845688999,0.0004641762802414,5.68707728056177e-05,0.00614803974437668,0.0123825813049917,0.00902108490169697,0.000496173352958637,0.000564586726761974,0.000616487315104716,5.74431473087868e-05
-1.5826738801346e-16,4.11404399677939e-15,5.84421789344784e-16,-1.64591597165637e-16,-2.40157788573703e-16,-2.79805715181583e-16,-1.06220768283132e-15,3.85235326842158,83.8232461600101,17.7867218848992,-5.02824990101504e-05,-8.84422170927266e-05,6.24499583545448e-05,-3.95406130542103e-05,2.45443469252286,3.71105981208282,1.89544855648562,3.09064956727053,2.87410978011863,3.0195419576502,17.3738003732298,2.30815146899682,4.77061538869013,4.02541249110819,0.08155426193382,0.104752647825643,0.108220590681464,0.0280685679770698,8.0435628527177,19.3677231701833,10.6192458511537,0.263688942992049,0.347372126550317,0.370742728877926,0.138955316114276,14.3276857946493,31.2086739495824,19.8574217951927,0.679437604026467,0.803164926221592,0.835048174702574,0.344140221663091,0.106551264076644,0.455175423736141,0.324078914471397,0.000133021952791402,0.000219462344529665,0.0002342339249489,1.57568901656677e-05,1080.37269828573,2232.97417400542,1884.16826761451,38.172970537517,49.031401233452,50.6546355969543,13.1380088914108,0.00499190828326586,0.0103687556473772,0.00866682323782622,0.000246407315423688,0.000311222021471475,0.000320050419402798,6.02414715757967e-05,0.00524813267001118,0.0108924231099263,0.00881010896573841,0.000338919673880503,0.000407744067855269,0.0004394309020333,6.06330868077857e-05,0.00621565368794394,0.0125077347200836,0.00926771881369179,0.000459298451180803,0.00053096782886872,0.000575780886542354,6.1241294475067e-05
6.78936975946363e-15,1.92516905608225e-14,3.25343311413738e-15,-2.06243832055439e-16,-3.95675074382594e-16,-2.46294659981768e-16,-1.4958221338758e-15,12.3751473952166,230.262178836029,17.1938713546848,-0.000108208563512898,-0.000110489883485587,-5.01624422685432e-05,-2.77961738512353e-05,2.5858035014249,4.35631883197189,2.2222899594868,3.22951769262365,2.87130163600423,3.07711495175693,21.144922027114,3.23988699549107,6.24195086528071,3.94342864530037,0.0824362551005481,0.105172638704872,0.111002112825163,0.0231996851511885,10.6255905071655,31.0778133722179,11.5907721243101,0.254847158831741,0.333010976518588,0.367253796405533,0.0981840122939525,19.3766866213145,55.3562045693684,21.8935186552591,0.702655312457852,0.788331851374086,0.989199182814499,0.282760240281994,0.209937354871043,0.779239012091571,0.311012589611511,0.000135914723100053,0.000221225678642911,0.000246429381033006,1.07645078222855e-05,1524.13527032587,2936.3917576926,1855.10133306507,38.7803661446169,49.4762096166997,52.2185605463935,10.9137937368159,0.00694822469692174,0.0134582955227642,0.00844819475423447,0.0002472750203412,0.000309337585582237,0.000322612770280324,4.95728569126585e-05,0.00721218756925277,0.0140555184159505,0.00860204895761014,0.000335266157635092,0.00040190525235026,0.000438027144858952,4.99418975475525e-05,0.00817971362087162,0.0158680041613224,0.00908035696727525,0.000460109300504121,0.00053060890489577,0.000581954638338886,5.0514926343381e-05
8.23073268023626e-15,8.75393855137042e-15,5.60954711336592e-15,-1.14314773999344e-16,-2.50932062694336e-16,-2.95737864911099e-16,-1.45859708544728e-15,13.3939789103239,235.51582968896,26.1640939482743,-9.06848735964108e-05,-0.000113841048240541,4.29816315632815e-05,-5.09071506764394e-05,2.5986432523464,4.32861770267019,2.15186946928475,3.32594885001657,2.79295681295384,3.04572601899383,16.2541646859542,3.24488171339713,6.27477100841259,4.41179152438206,0.081368664807504,0.111217287203136,0.112860455740893,0.0315000828637896,10.5468770077372,27.9514061971844,12.9674125166297,0.253217144059483,0.350998287601078,0.364848732754263,0.124033022718945,18.9913566744327,44.5336272195223,24.0807857418223,0.702556756274051,0.847158808458735,0.882957823594297,0.355643555684121,0.210585146678782,0.787455024160303,0.389278089092187,0.000132417192251119,0.000247385699456498,0.00025474964940084,1.98451044085122e-05,1518.44516281337,2936.28444024565,2064.50160321116,38.0765360325526,52.0442243172021,52.8131464346223,14.7404906179665,0.00699630108178255,0.0135974876707496,0.00949596828152704,0.000245075042798903,0.000327112538800179,0.000325701492294909,6.76649103104746e-05,0.00726277670064974,0.014189727503572,0.00964930853622489,0.000332549182257147,0.000421806415368252,0.000442366623699866,6.81469122836291e-05,0.0082552029895001,0.0160306925748392,0.0101454066445075,0.00045666860303339,0.000553754481654948,0.000585661324896161,6.88102786064646e-05
